seq,value_name,value_category,value_category_id,value_type,value_subtype,scale_type,scale_id,scale_name,scale_gender,value_metric_description,value_metric_units,value_metric_score,ancillary_metric_description,ancillary_metric_score,spatial_feature_definition,spatial_feature_type_id,spatial_feature_name,spatial_feature_id,spatial_feature_description,narrative,date_collected,metric_score_source,metric_score_contact,join
4470,Sago palm area / swamp,Natural resource values,C_3,Natural resources,,Local Government,llg,East Nakanai,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_273,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",273
4471,Sacred Sites / Ples Tambu,Socio-cultural values,C_4,Spiritual importance,,Local Government,llg,East Nakanai,Men and women,Has significant spiritual importance,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_274,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",274
4472,Mangroves,Natural resource values,C_3,Natural resources,,Local Government,llg,East Nakanai,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_275,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",275
4473,Sago palm area / swamp,Natural resource values,C_3,Natural resources,,Local Government,llg,East Nakanai,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_276,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",276
4474,Sacred Sites / Ples Tambu,Socio-cultural values,C_4,Spiritual importance,,Local Government,llg,East Nakanai,Men and women,Has significant spiritual importance,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_277,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",277
4475,Conservation Area - Terrestrial - proposed,Ecosystem structure and process values,C_1,Naturalness,,Local Government,llg,East Nakanai,Men and women,Relative level of naturalness,"Baseline (0), High (1), Very high (2)",2,,,Enter location,F_1,New point,PNT_278,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",278
4476,Cassowary habitat,Ecosystem structure and process values,C_1,Importance for ETP species or habitats,,Local Government,llg,East Nakanai,Men and women,Relative importance of area for ETP species or habitats,"Baseline (0), High (1), Very high (2)",2,,,Enter location,F_1,New point,PNT_279,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",279
4477,Unique orchid species,Ecosystem structure and process values,C_1,Importance for ETP species or habitats,,Local Government,llg,East Nakanai,Men and women,Relative importance of area for ETP species or habitats,"Baseline (0), High (1), Very high (2)",2,,,Enter location,F_1,New point,PNT_280,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",280
4478,Sacred Sites / Ples Tambu,Socio-cultural values,C_4,Spiritual importance,,Local Government,llg,East Nakanai,Men and women,Has significant spiritual importance,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_281,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",281
4479,Sacred Sites / Ples Tambu,Socio-cultural values,C_4,Spiritual importance,,Local Government,llg,East Nakanai,Men and women,Has significant spiritual importance,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_282,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",282
4480,Fresh water lake,Socio-cultural values,C_4,"Recreational, tourism or aesthetic importance",,Local Government,llg,East Nakanai,Men and women,"Has significant recreational, tourism or aethetic importance","Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_283,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",283
4481,Game fishing site,Socio-cultural values,C_4,"Recreational, tourism or aesthetic importance",,Local Government,llg,East Nakanai,Men and women,"Has significant recreational, tourism or aethetic importance","Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_284,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",284
4482,Cus Cus habitat,Ecosystem structure and process values,C_1,Importance for ETP species or habitats,,Local Government,llg,East Nakanai,Men and women,Relative importance of area for ETP species or habitats,"Baseline (0), High (1), Very high (2)",2,,,Enter location,F_1,New point,PNT_285,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",285
4483,Caves,Socio-cultural values,C_4,"Recreational, tourism or aesthetic importance",,Local Government,llg,East Nakanai,Men and women,"Has significant recreational, tourism or aethetic importance","Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_286,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",286
4484,Volcano,Socio-cultural values,C_4,"Recreational, tourism or aesthetic importance",,Local Government,llg,East Nakanai,Men and women,"Has significant recreational, tourism or aethetic importance","Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_287,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",287
4485,Hot spring,Socio-cultural values,C_4,"Recreational, tourism or aesthetic importance",,Local Government,llg,East Nakanai,Men and women,"Has significant recreational, tourism or aethetic importance","Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_288,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",288
4486,Hunting Zone,Natural resource values,C_3,Natural resources,,Local Government,llg,East Nakanai,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_289,Latitude and longitude of location of feature,Talasea - 29 June 2016,29/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for West New Britain, Workshop # 2. Talasea. June 2016. ","Nate Peterson, TNC.",289
4487,Fish Aggregation Devise (FADs),Natural resource values,C_3,Natural resources,,Local Government,llg,West Pomio-Mamusi,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_290,Latitude and longitude of location of feature,Pomio - 7 July 2016,7/07/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for Pomio, Workshop # 3. Pomio July 2016. ","Nate Peterson, TNC.",290
4488,Guesthouse,Socio-cultural values,C_4,"Recreational, tourism or aesthetic importance",Anthropogenic,Local Government,llg,West Pomio-Mamusi,Men and women,"Has significant recreational, tourism or aethetic importance","Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_291,Latitude and longitude of location of feature,Pomio - 7 July 2016,7/07/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for Pomio, Workshop # 3. Pomio July 2016. ","Nate Peterson, TNC.",291
4489,Fish farm/pond,Natural resource values,C_3,Natural resources,,Local Government,llg,West Pomio-Mamusi,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_292,Latitude and longitude of location of feature,Pomio - 7 July 2016,7/07/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for Pomio, Workshop # 3. Pomio July 2016. ","Nate Peterson, TNC.",292
4490,Caves,Socio-cultural values,C_4,"Recreational, tourism or aesthetic importance",,Local Government,llg,West Pomio-Mamusi,Men and women,"Has significant recreational, tourism or aethetic importance","Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_293,Latitude and longitude of location of feature,Pomio - 7 July 2016,7/07/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for Pomio, Workshop # 3. Pomio July 2016. ","Nate Peterson, TNC.",293
4491,Cash crops - cocoa,Natural resource values,C_3,Natural resources,,Local Government,llg,West Pomio-Mamusi,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_294,Latitude and longitude of location of feature,Pomio - 7 July 2016,7/07/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for Pomio, Workshop # 3. Pomio July 2016. ","Nate Peterson, TNC.",294
4492,Forest planation / reforestation,Natural resource values,C_3,Natural resources,,Local Government,llg,West Pomio-Mamusi,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_295,Latitude and longitude of location of feature,Pomio - 7 July 2016,7/07/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for Pomio, Workshop # 3. Pomio July 2016. ","Nate Peterson, TNC.",295
4493,Hunting Zone,Natural resource values,C_3,Natural resources,,Local Government,llg,West Pomio-Mamusi,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_296,Latitude and longitude of location of feature,Pomio - 7 July 2016,7/07/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for Pomio, Workshop # 3. Pomio July 2016. ","Nate Peterson, TNC.",296
4494,Cash crops - cocoa,Natural resource values,C_3,Natural resources,,Local Government,llg,West Pomio-Mamusi,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_297,Latitude and longitude of location of feature,Pomio - 7 July 2016,7/07/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for Pomio, Workshop # 3. Pomio July 2016. ","Nate Peterson, TNC.",297
4495,Caves,Socio-cultural values,C_4,"Recreational, tourism or aesthetic importance",,Local Government,llg,West Pomio-Mamusi,Men and women,"Has significant recreational, tourism or aethetic importance","Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_298,Latitude and longitude of location of feature,Pomio - 7 July 2016,7/07/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for Pomio, Workshop # 3. Pomio July 2016. ","Nate Peterson, TNC.",298
4496,Hunting Zone,Natural resource values,C_3,Natural resources,,Local Government,llg,West Pomio-Mamusi,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_299,Latitude and longitude of location of feature,Pomio - 7 July 2016,7/07/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for Pomio, Workshop # 3. Pomio July 2016. ","Nate Peterson, TNC.",299
4498,Cash Crop - Coffee,Natural resource values,C_3,Natural resources,,Local Government,llg,West Pomio-Mamusi,Men and women,Has significant natural resource value,"Does not (0), does (1)",1,,,Enter location,F_1,New point,PNT_301,Latitude and longitude of location of feature,Pomio - 7 July 2016,7/07/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. District Meeting for Pomio, Workshop # 3. Pomio July 2016. ","Nate Peterson, TNC.",301
