seq,value_name,value_category,value_category_id,value_type,value_subtype,scale_type,scale_id,scale_name,scale_gender,value_metric_description,value_metric_units,value_metric_score,ancillary_metric_description,ancillary_metric_score,spatial_feature_definition,spatial_feature_type_id,spatial_feature_name,spatial_feature_id,spatial_feature_description,narrative,date_collected,metric_score_source,metric_score_contact,join,join1
499,Watermelons,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,West Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.9,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
505,Chestnut (ela),Natural resource values,C_3,Contribution to Food security,,Local Government,llg,West Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.9,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
507,Galip nuts,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,West Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),1.35,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
508,Herbs,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,West Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),1.2,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
512,Noni (herbs),Natural resource values,C_3,Contribution to Food security,,Local Government,llg,West Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.6,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
542,Yam,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,West Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),2.4,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
462,Banana,Natural resource values,C_3,Contribution to Income,,Local Government,llg,West Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.44,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
463,Betel nut,Natural resource values,C_3,Contribution to Income,,Local Government,llg,West Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.44,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
464,Bread fruit,Natural resource values,C_3,Contribution to Income,,Local Government,llg,West Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.03,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
467,Chickens,Natural resource values,C_3,Contribution to Income,,Local Government,llg,West Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.33,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
468,Chinese taro,Natural resource values,C_3,Contribution to Income,,Local Government,llg,West Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.33,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
475,Green vegetables,Natural resource values,C_3,Contribution to Income,,Local Government,llg,West Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.44,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
476,Home brew,Natural resource values,C_3,Contribution to Income,,Local Government,llg,West Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.05,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
482,Mushroom,Natural resource values,C_3,Contribution to Income,,Local Government,llg,West Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.03,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
483,Mustard,Natural resource values,C_3,Contribution to Income,,Local Government,llg,West Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.44,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
486,"Pigs, domestic",Natural resource values,C_3,Contribution to Income,,Local Government,llg,West Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.68,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
492,Spices,Natural resource values,C_3,Contribution to Income,,Local Government,llg,West Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.33,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
493,Sugar cane,Natural resource values,C_3,Contribution to Income,,Local Government,llg,West Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.44,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
494,Sweet potato,Natural resource values,C_3,Contribution to Income,,Local Government,llg,West Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.54,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
495,Tapioca,Natural resource values,C_3,Contribution to Income,,Local Government,llg,West Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.44,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
496,Taro,Natural resource values,C_3,Contribution to Income,,Local Government,llg,West Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.44,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
497,Taun (fruit),Natural resource values,C_3,Contribution to Income,,Local Government,llg,West Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.11,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
499,Watermelons,Natural resource values,C_3,Contribution to Income,,Local Government,llg,West Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.25,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
505,Chestnut (ela),Natural resource values,C_3,Contribution to Income,,Local Government,llg,West Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_West Pomio,gard_llg_West Pomio
